id,type,description,source
EVID_05613,Network Logs,External USB,Financial institution
EVID_05614,Cloud Storage,Deleted files recovery,Cloud provider
EVID_05615,Server Image,Encrypted smartphone,Cloud provider
EVID_05616,Email Logs,Financial records,Law enforcement
EVID_05617,Laptop Image,Suspect laptop,Personal device
EVID_05618,Account Records,Forged documents,Office search
EVID_05619,Cloud Storage,Forged documents,IT department
EVID_05620,Mobile Phone,Malware traces,Cloud provider
EVID_05621,USB Device,Suspect laptop,IT department
EVID_05622,Database Dump,Encrypted smartphone,IT department
EVID_05623,USB Device,Malware traces,Office search
EVID_05624,Hard Drive,Bank transaction logs,Financial institution
EVID_05625,Hard Drive,Malware traces,Financial institution
EVID_05626,Mobile Phone,Bank transaction logs,IT department
EVID_05627,Account Records,Deleted files recovery,Financial institution
EVID_05628,Network Logs,Unauthorized access logs,Law enforcement
EVID_05629,Cloud Storage,Suspect laptop,Personal device
EVID_05630,Database Dump,Bank transaction logs,Financial institution
EVID_05631,Cloud Storage,Suspect laptop,Personal device
EVID_05632,Database Dump,Financial records,IT department
EVID_05633,Email Logs,Suspect laptop,Corporate network
EVID_05634,Mobile Phone,Deleted files recovery,Cloud provider
EVID_05635,Hard Drive,Encrypted smartphone,Cloud provider
EVID_05636,Server Image,Financial records,Office search
EVID_05637,Database Dump,Suspicious email chain,Office search
EVID_05638,Email Logs,Suspect laptop,Internal audit
EVID_05639,Email Logs,Financial records,Cloud provider
EVID_05640,Database Dump,Unauthorized access logs,Financial institution
EVID_05641,USB Device,Forged documents,Financial institution
EVID_05642,Email Logs,Suspect laptop,Office search
EVID_05643,Hard Drive,Malware traces,Office search
EVID_05644,Email Logs,Malware traces,Financial institution
EVID_05645,Database Dump,Encrypted smartphone,Corporate network
EVID_05646,Database Dump,Deleted files recovery,Corporate network
EVID_05647,Email Logs,Suspicious email chain,IT department
EVID_05648,Server Image,Encrypted smartphone,Personal device
EVID_05649,Email Logs,Financial records,Office search
EVID_05650,Network Logs,Unauthorized access logs,Financial institution
EVID_05651,Cloud Storage,Suspect laptop,Cloud provider
EVID_05652,Account Records,Encrypted smartphone,Law enforcement
EVID_05653,Hard Drive,Unauthorized access logs,Cloud provider
EVID_05654,Laptop Image,Forged documents,Internal audit
EVID_05655,Hard Drive,Malware traces,Personal device
EVID_05656,Email Logs,Unauthorized access logs,Law enforcement
EVID_05657,Email Logs,Deleted files recovery,Cloud provider
EVID_05658,Network Logs,Unauthorized access logs,Personal device
EVID_05659,Email Logs,Suspect laptop,Personal device
EVID_05660,Account Records,Forged documents,Corporate network
EVID_05661,Network Logs,Suspect laptop,Personal device
EVID_05662,Email Logs,Deleted files recovery,Corporate network
EVID_05663,Network Logs,Deleted files recovery,Cloud provider
EVID_05664,Account Records,Deleted files recovery,Internal audit
EVID_05665,Account Records,Suspicious email chain,Law enforcement
EVID_05666,Network Logs,Unauthorized access logs,Office search
EVID_05667,Laptop Image,Malware traces,Cloud provider
EVID_05668,Network Logs,Encrypted smartphone,Corporate network
EVID_05669,Server Image,Financial records,IT department
EVID_05670,Account Records,Unauthorized access logs,IT department
EVID_05671,Account Records,Unauthorized access logs,Internal audit
EVID_05672,Account Records,External USB,Internal audit
EVID_05673,Mobile Phone,Suspicious email chain,Law enforcement
EVID_05674,Account Records,Deleted files recovery,Financial institution
EVID_05675,Mobile Phone,Malware traces,Personal device
EVID_05676,Cloud Storage,Deleted files recovery,Personal device
EVID_05677,Database Dump,Financial records,Corporate network
EVID_05678,USB Device,Bank transaction logs,Financial institution
EVID_05679,Email Logs,Bank transaction logs,Law enforcement
EVID_05680,Account Records,Financial records,Personal device
EVID_05681,Server Image,Unauthorized access logs,Cloud provider
EVID_05682,Server Image,Suspicious email chain,Personal device
EVID_05683,Server Image,Suspicious email chain,Law enforcement
EVID_05684,Database Dump,Suspicious email chain,IT department
EVID_05685,Email Logs,Malware traces,Corporate network
EVID_05686,USB Device,Deleted files recovery,Law enforcement
EVID_05687,Laptop Image,Bank transaction logs,Personal device
EVID_05688,Account Records,Unauthorized access logs,Internal audit
EVID_05689,Mobile Phone,Financial records,Personal device
EVID_05690,Database Dump,Deleted files recovery,Cloud provider
EVID_05691,Email Logs,Malware traces,IT department
EVID_05692,Account Records,Encrypted smartphone,Corporate network
EVID_05693,Database Dump,Unauthorized access logs,Financial institution
EVID_05694,Database Dump,Suspect laptop,Personal device
EVID_05695,Server Image,Forged documents,Cloud provider
EVID_05696,Email Logs,Encrypted smartphone,Law enforcement
EVID_05697,Laptop Image,Encrypted smartphone,Office search
EVID_05698,Email Logs,Malware traces,Law enforcement
EVID_05699,Mobile Phone,Bank transaction logs,Internal audit
EVID_05700,Cloud Storage,Unauthorized access logs,Corporate network
EVID_05701,Mobile Phone,Bank transaction logs,Personal device
EVID_05702,Cloud Storage,Suspicious email chain,Cloud provider
EVID_05703,Email Logs,Forged documents,Cloud provider
EVID_05704,USB Device,Unauthorized access logs,Law enforcement
EVID_05705,Laptop Image,External USB,Corporate network
EVID_05706,Database Dump,Financial records,Law enforcement
EVID_05707,Database Dump,Financial records,Law enforcement
EVID_05708,Database Dump,Suspicious email chain,Law enforcement
EVID_05709,Hard Drive,Malware traces,Financial institution
EVID_05710,Email Logs,Suspicious email chain,Corporate network
EVID_05711,Server Image,External USB,Internal audit
EVID_05712,Email Logs,Malware traces,Cloud provider
EVID_05713,Server Image,Suspicious email chain,Personal device
EVID_05714,Cloud Storage,Bank transaction logs,Office search
EVID_05715,Mobile Phone,External USB,Law enforcement
EVID_05716,Database Dump,Suspicious email chain,Internal audit
EVID_05717,Database Dump,Deleted files recovery,Cloud provider
EVID_05718,Cloud Storage,Suspect laptop,Cloud provider
EVID_05719,Cloud Storage,Suspect laptop,Financial institution
EVID_05720,Laptop Image,Malware traces,Cloud provider
EVID_05721,Account Records,Bank transaction logs,Cloud provider
EVID_05722,Laptop Image,Encrypted smartphone,Personal device
EVID_05723,Hard Drive,Forged documents,Financial institution
EVID_05724,Database Dump,Malware traces,Office search
EVID_05725,Mobile Phone,Malware traces,Office search
EVID_05726,USB Device,Malware traces,Financial institution
EVID_05727,Hard Drive,Unauthorized access logs,IT department
EVID_05728,Account Records,Forged documents,Office search
EVID_05729,Server Image,Deleted files recovery,Office search
EVID_05730,Server Image,Suspicious email chain,Personal device
EVID_05731,Mobile Phone,Financial records,Cloud provider
EVID_05732,Cloud Storage,External USB,Corporate network
EVID_05733,Network Logs,Malware traces,Internal audit
EVID_05734,Laptop Image,Deleted files recovery,Personal device
EVID_05735,Database Dump,Suspicious email chain,Office search
EVID_05736,Mobile Phone,Forged documents,Internal audit
EVID_05737,Hard Drive,Financial records,Personal device
EVID_05738,Cloud Storage,Encrypted smartphone,IT department
EVID_05739,Laptop Image,Bank transaction logs,Personal device
EVID_05740,Cloud Storage,Encrypted smartphone,Cloud provider
EVID_05741,USB Device,Bank transaction logs,Law enforcement
EVID_05742,Mobile Phone,Bank transaction logs,Financial institution
EVID_05743,Server Image,Deleted files recovery,Personal device
EVID_05744,USB Device,Deleted files recovery,Office search
EVID_05745,Hard Drive,Suspect laptop,Financial institution
EVID_05746,Email Logs,Suspect laptop,Personal device
EVID_05747,Account Records,Financial records,Internal audit
EVID_05748,Account Records,Forged documents,Office search
EVID_05749,Network Logs,Suspicious email chain,Financial institution
EVID_05750,Email Logs,External USB,Cloud provider
EVID_05751,Account Records,Encrypted smartphone,Office search
EVID_05752,Database Dump,Suspicious email chain,Office search
EVID_05753,Cloud Storage,External USB,IT department
EVID_05754,USB Device,Bank transaction logs,Cloud provider
EVID_05755,Network Logs,Financial records,Internal audit
EVID_05756,Database Dump,Encrypted smartphone,Office search
EVID_05757,Hard Drive,Deleted files recovery,Office search
EVID_05758,Database Dump,Bank transaction logs,Office search
EVID_05759,Database Dump,Suspicious email chain,Personal device
EVID_05760,Network Logs,Suspect laptop,Personal device
EVID_05761,Mobile Phone,Encrypted smartphone,Internal audit
EVID_05762,Account Records,Encrypted smartphone,Financial institution
EVID_05763,Mobile Phone,Malware traces,Internal audit
EVID_05764,Laptop Image,Suspicious email chain,Corporate network
EVID_05765,Server Image,Malware traces,Financial institution
EVID_05766,Database Dump,External USB,Cloud provider
EVID_05767,Email Logs,Financial records,Personal device
EVID_05768,Email Logs,Unauthorized access logs,Cloud provider
EVID_05769,Server Image,Unauthorized access logs,Office search
EVID_05770,USB Device,Deleted files recovery,Corporate network
EVID_05771,Mobile Phone,Bank transaction logs,Personal device
EVID_05772,Cloud Storage,Suspect laptop,Personal device
EVID_05773,Mobile Phone,Forged documents,Financial institution
EVID_05774,Cloud Storage,Malware traces,Cloud provider
EVID_05775,Network Logs,External USB,Financial institution
EVID_05776,Account Records,Malware traces,Financial institution
EVID_05777,Database Dump,Bank transaction logs,Personal device
EVID_05778,Network Logs,Forged documents,Corporate network
EVID_05779,USB Device,Unauthorized access logs,Cloud provider
EVID_05780,Network Logs,Bank transaction logs,IT department
EVID_05781,Laptop Image,Forged documents,Personal device
EVID_05782,Network Logs,Encrypted smartphone,IT department
EVID_05783,Cloud Storage,Suspicious email chain,Law enforcement
EVID_05784,Mobile Phone,External USB,Personal device
EVID_05785,Mobile Phone,Financial records,Corporate network
EVID_05786,Mobile Phone,Unauthorized access logs,Cloud provider
EVID_05787,Email Logs,Bank transaction logs,Office search
EVID_05788,Server Image,Bank transaction logs,IT department
EVID_05789,Cloud Storage,External USB,Cloud provider
EVID_05790,Server Image,External USB,IT department
EVID_05791,Server Image,Unauthorized access logs,Personal device
EVID_05792,Cloud Storage,Bank transaction logs,IT department
EVID_05793,Mobile Phone,Suspicious email chain,IT department
EVID_05794,Hard Drive,Malware traces,Cloud provider
EVID_05795,Cloud Storage,Suspect laptop,Law enforcement
EVID_05796,USB Device,Suspicious email chain,IT department
EVID_05797,Hard Drive,Encrypted smartphone,Financial institution
EVID_05798,Laptop Image,Unauthorized access logs,Internal audit
EVID_05799,Network Logs,Malware traces,Financial institution
EVID_05800,USB Device,Encrypted smartphone,Cloud provider
EVID_05801,Mobile Phone,Suspect laptop,Financial institution
EVID_05802,Server Image,Suspect laptop,Internal audit
EVID_05803,USB Device,Suspicious email chain,Internal audit
EVID_05804,Cloud Storage,Financial records,Corporate network
EVID_05805,Account Records,Bank transaction logs,Office search
EVID_05806,Laptop Image,External USB,IT department
EVID_05807,Network Logs,Financial records,Corporate network
EVID_05808,USB Device,Bank transaction logs,IT department
EVID_05809,USB Device,Malware traces,Cloud provider
EVID_05810,Hard Drive,Suspect laptop,Internal audit
EVID_05811,USB Device,Bank transaction logs,Office search
EVID_05812,Email Logs,Suspicious email chain,Financial institution
EVID_05813,Server Image,Suspicious email chain,Cloud provider
EVID_05814,Account Records,Suspect laptop,Law enforcement
EVID_05815,Server Image,Malware traces,Personal device
EVID_05816,Account Records,Malware traces,Internal audit
EVID_05817,Mobile Phone,Suspicious email chain,Corporate network
EVID_05818,Account Records,Financial records,Financial institution
EVID_05819,Network Logs,Financial records,Corporate network
EVID_05820,Email Logs,Malware traces,IT department
EVID_05821,Cloud Storage,Forged documents,Corporate network
EVID_05822,Network Logs,Unauthorized access logs,IT department
EVID_05823,Database Dump,Forged documents,IT department
EVID_05824,USB Device,Financial records,Financial institution
EVID_05825,Server Image,External USB,Corporate network
EVID_05826,USB Device,Suspicious email chain,Internal audit
EVID_05827,Account Records,Unauthorized access logs,Personal device
EVID_05828,Hard Drive,Forged documents,IT department
EVID_05829,Account Records,Encrypted smartphone,Corporate network
EVID_05830,Network Logs,Encrypted smartphone,Financial institution
EVID_05831,Hard Drive,Suspicious email chain,Corporate network
EVID_05832,Database Dump,External USB,IT department
EVID_05833,Cloud Storage,Suspicious email chain,Cloud provider
EVID_05834,Database Dump,Suspicious email chain,Corporate network
EVID_05835,Email Logs,Financial records,Cloud provider
EVID_05836,Laptop Image,Bank transaction logs,Personal device
EVID_05837,Database Dump,Deleted files recovery,Financial institution
EVID_05838,Email Logs,Financial records,Financial institution
EVID_05839,Hard Drive,External USB,Financial institution
EVID_05840,Account Records,Suspect laptop,Law enforcement
EVID_05841,Hard Drive,Encrypted smartphone,IT department
EVID_05842,Email Logs,Deleted files recovery,Office search
EVID_05843,Hard Drive,Suspicious email chain,Financial institution
EVID_05844,USB Device,Deleted files recovery,Financial institution
EVID_05845,USB Device,Malware traces,Personal device
EVID_05846,Mobile Phone,Forged documents,Law enforcement
EVID_05847,Email Logs,Suspicious email chain,IT department
EVID_05848,Hard Drive,Encrypted smartphone,Law enforcement
EVID_05849,Mobile Phone,Suspect laptop,Internal audit
EVID_05850,Cloud Storage,Malware traces,Internal audit
EVID_05851,Account Records,Encrypted smartphone,Cloud provider
EVID_05852,Laptop Image,Suspect laptop,Internal audit
EVID_05853,Server Image,Encrypted smartphone,Cloud provider
EVID_05854,Hard Drive,Suspect laptop,IT department
EVID_05855,Account Records,Deleted files recovery,Law enforcement
EVID_05856,Hard Drive,Malware traces,Office search
EVID_05857,Laptop Image,Financial records,Cloud provider
EVID_05858,Database Dump,Forged documents,Cloud provider
EVID_05859,Email Logs,Bank transaction logs,Office search
EVID_05860,Server Image,External USB,Office search
EVID_05861,Server Image,Unauthorized access logs,Financial institution
EVID_05862,Account Records,Suspect laptop,Law enforcement
EVID_05863,Email Logs,Malware traces,Cloud provider
EVID_05864,Email Logs,Financial records,Cloud provider
EVID_05865,Laptop Image,Forged documents,Cloud provider
EVID_05866,Email Logs,Unauthorized access logs,Personal device
EVID_05867,Mobile Phone,Suspicious email chain,Law enforcement
EVID_05868,Cloud Storage,Financial records,IT department
EVID_05869,Server Image,Suspicious email chain,Internal audit
EVID_05870,Mobile Phone,Financial records,Internal audit
EVID_05871,Laptop Image,Suspicious email chain,Internal audit
EVID_05872,Cloud Storage,Unauthorized access logs,IT department
EVID_05873,Mobile Phone,Deleted files recovery,Personal device
EVID_05874,USB Device,External USB,Internal audit
EVID_05875,Laptop Image,Malware traces,Corporate network
EVID_05876,Laptop Image,Malware traces,Internal audit
EVID_05877,Hard Drive,Bank transaction logs,Law enforcement
EVID_05878,Server Image,External USB,Law enforcement
EVID_05879,USB Device,Suspicious email chain,Law enforcement
EVID_05880,USB Device,Unauthorized access logs,IT department
EVID_05881,Network Logs,Malware traces,IT department
EVID_05882,Server Image,Deleted files recovery,Internal audit
EVID_05883,Email Logs,Bank transaction logs,IT department
EVID_05884,Server Image,Encrypted smartphone,IT department
EVID_05885,Server Image,Bank transaction logs,Personal device
EVID_05886,Mobile Phone,Suspect laptop,Office search
EVID_05887,Database Dump,Financial records,Corporate network
EVID_05888,Server Image,Bank transaction logs,IT department
EVID_05889,Network Logs,Suspicious email chain,Internal audit
EVID_05890,USB Device,Deleted files recovery,Law enforcement
EVID_05891,Account Records,Suspect laptop,Financial institution
EVID_05892,Hard Drive,Malware traces,Office search
EVID_05893,Account Records,Deleted files recovery,IT department
EVID_05894,Network Logs,Malware traces,Corporate network
EVID_05895,Laptop Image,Malware traces,Cloud provider
EVID_05896,Account Records,Bank transaction logs,Personal device
EVID_05897,Cloud Storage,Bank transaction logs,Internal audit
EVID_05898,Mobile Phone,Bank transaction logs,Personal device
EVID_05899,Database Dump,Unauthorized access logs,Internal audit
EVID_05900,Server Image,Bank transaction logs,Personal device
EVID_05901,Server Image,Encrypted smartphone,Corporate network
EVID_05902,Email Logs,Financial records,Financial institution
EVID_05903,Server Image,Suspicious email chain,IT department
EVID_05904,Account Records,Financial records,Cloud provider
EVID_05905,Network Logs,Bank transaction logs,Personal device
EVID_05906,Laptop Image,Bank transaction logs,Corporate network
EVID_05907,Laptop Image,Suspicious email chain,Personal device
EVID_05908,Network Logs,Deleted files recovery,Law enforcement
EVID_05909,Network Logs,Suspect laptop,IT department
EVID_05910,Laptop Image,Financial records,Internal audit
EVID_05911,USB Device,Suspicious email chain,Cloud provider
EVID_05912,Mobile Phone,Deleted files recovery,Internal audit
EVID_05913,USB Device,Deleted files recovery,Financial institution
EVID_05914,Hard Drive,External USB,Financial institution
EVID_05915,Database Dump,Forged documents,Internal audit
EVID_05916,Laptop Image,Bank transaction logs,IT department
EVID_05917,USB Device,Encrypted smartphone,Corporate network
EVID_05918,Email Logs,Encrypted smartphone,IT department
EVID_05919,Hard Drive,External USB,Cloud provider
EVID_05920,Server Image,Unauthorized access logs,Cloud provider
EVID_05921,Network Logs,Bank transaction logs,Cloud provider
EVID_05922,Mobile Phone,Encrypted smartphone,Internal audit
EVID_05923,Database Dump,Suspect laptop,Cloud provider
EVID_05924,Email Logs,Malware traces,Corporate network
EVID_05925,Database Dump,Unauthorized access logs,Law enforcement
EVID_05926,Network Logs,Encrypted smartphone,Financial institution
EVID_05927,Server Image,Bank transaction logs,IT department
EVID_05928,Server Image,Financial records,Corporate network
EVID_05929,USB Device,Forged documents,Office search
EVID_05930,Account Records,Suspect laptop,Financial institution
EVID_05931,Email Logs,Malware traces,Cloud provider
EVID_05932,Hard Drive,Malware traces,IT department
EVID_05933,Network Logs,Unauthorized access logs,Law enforcement
EVID_05934,Network Logs,Forged documents,Law enforcement
EVID_05935,Account Records,Suspect laptop,Personal device
EVID_05936,USB Device,Deleted files recovery,Cloud provider
EVID_05937,Account Records,Malware traces,Personal device
EVID_05938,Server Image,External USB,Personal device
EVID_05939,Database Dump,External USB,IT department
EVID_05940,Hard Drive,Deleted files recovery,IT department
EVID_05941,Database Dump,Unauthorized access logs,Personal device
EVID_05942,Email Logs,Forged documents,Financial institution
EVID_05943,Hard Drive,Unauthorized access logs,Law enforcement
EVID_05944,USB Device,External USB,Cloud provider
EVID_05945,Laptop Image,Suspect laptop,IT department
EVID_05946,Network Logs,Bank transaction logs,Internal audit
EVID_05947,Mobile Phone,Forged documents,Internal audit
EVID_05948,Mobile Phone,Bank transaction logs,Law enforcement
EVID_05949,Server Image,Suspect laptop,IT department
EVID_05950,Mobile Phone,External USB,Internal audit
EVID_05951,Mobile Phone,Encrypted smartphone,Law enforcement
EVID_05952,Mobile Phone,Deleted files recovery,Financial institution
EVID_05953,Database Dump,Unauthorized access logs,Cloud provider
EVID_05954,USB Device,Encrypted smartphone,Internal audit
EVID_05955,Cloud Storage,Financial records,IT department
EVID_05956,Mobile Phone,Financial records,Financial institution
EVID_05957,Server Image,Bank transaction logs,Personal device
EVID_05958,Cloud Storage,Unauthorized access logs,Law enforcement
EVID_05959,Laptop Image,Suspect laptop,Financial institution
EVID_05960,Database Dump,Unauthorized access logs,Cloud provider
EVID_05961,USB Device,Bank transaction logs,Financial institution
EVID_05962,Cloud Storage,Malware traces,Office search
EVID_05963,Server Image,Encrypted smartphone,IT department
EVID_05964,Laptop Image,Deleted files recovery,Personal device
EVID_05965,Database Dump,Suspect laptop,Personal device
EVID_05966,Laptop Image,Financial records,Cloud provider
EVID_05967,USB Device,Encrypted smartphone,Financial institution
EVID_05968,USB Device,Encrypted smartphone,Office search
EVID_05969,USB Device,Encrypted smartphone,Personal device
EVID_05970,Account Records,Suspicious email chain,Personal device
EVID_05971,Mobile Phone,External USB,IT department
EVID_05972,Account Records,Forged documents,IT department
EVID_05973,Hard Drive,Suspect laptop,Corporate network
EVID_05974,Network Logs,Forged documents,Financial institution
EVID_05975,Server Image,Financial records,Office search
EVID_05976,Network Logs,Forged documents,Personal device
EVID_05977,Account Records,Financial records,Cloud provider
EVID_05978,USB Device,Encrypted smartphone,Internal audit
EVID_05979,Cloud Storage,Bank transaction logs,Cloud provider
EVID_05980,Hard Drive,Bank transaction logs,Financial institution
EVID_05981,USB Device,Deleted files recovery,Cloud provider
EVID_05982,Mobile Phone,Deleted files recovery,Office search
EVID_05983,Hard Drive,Financial records,IT department
EVID_05984,Server Image,Financial records,Cloud provider
EVID_05985,Cloud Storage,Forged documents,Personal device
EVID_05986,Account Records,Bank transaction logs,Internal audit
EVID_05987,Hard Drive,Bank transaction logs,Office search
EVID_05988,Email Logs,Suspicious email chain,Financial institution
EVID_05989,USB Device,Suspect laptop,IT department
EVID_05990,Account Records,Financial records,Internal audit
EVID_05991,USB Device,Suspect laptop,Law enforcement
EVID_05992,Cloud Storage,Financial records,Law enforcement
EVID_05993,Hard Drive,Suspect laptop,Financial institution
EVID_05994,USB Device,External USB,Office search
EVID_05995,Server Image,Financial records,Internal audit
EVID_05996,Mobile Phone,Unauthorized access logs,Office search
EVID_05997,Hard Drive,Suspect laptop,Cloud provider
EVID_05998,Network Logs,Suspect laptop,Law enforcement
EVID_05999,Hard Drive,External USB,Personal device
EVID_06000,Network Logs,Forged documents,Corporate network
EVID_06001,Hard Drive,Bank transaction logs,Personal device
EVID_06002,Mobile Phone,Encrypted smartphone,Financial institution
EVID_06003,Mobile Phone,External USB,Law enforcement
EVID_06004,USB Device,Deleted files recovery,Cloud provider
EVID_06005,USB Device,Unauthorized access logs,Personal device
EVID_06006,USB Device,Financial records,IT department
EVID_06007,Database Dump,Bank transaction logs,Personal device
EVID_06008,Cloud Storage,Encrypted smartphone,Cloud provider
EVID_06009,Email Logs,Suspect laptop,Law enforcement
EVID_06010,Network Logs,Deleted files recovery,Corporate network
EVID_06011,Database Dump,Financial records,Internal audit
EVID_06012,Laptop Image,Unauthorized access logs,Internal audit
EVID_06013,Email Logs,Financial records,Internal audit
EVID_06014,Network Logs,Bank transaction logs,Law enforcement
EVID_06015,Account Records,Forged documents,Personal device
EVID_06016,Cloud Storage,Suspect laptop,Financial institution
EVID_06017,Server Image,Malware traces,Financial institution
EVID_06018,USB Device,Forged documents,Personal device
EVID_06019,Laptop Image,Deleted files recovery,IT department
EVID_06020,Server Image,Unauthorized access logs,Financial institution
EVID_06021,Laptop Image,Unauthorized access logs,Financial institution
EVID_06022,Laptop Image,Bank transaction logs,Personal device
EVID_06023,Network Logs,External USB,Internal audit
EVID_06024,Laptop Image,Suspicious email chain,Office search
EVID_06025,Hard Drive,Suspicious email chain,Law enforcement
EVID_06026,USB Device,Unauthorized access logs,Cloud provider
EVID_06027,Database Dump,Forged documents,Financial institution
EVID_06028,Laptop Image,Financial records,Cloud provider
EVID_06029,Network Logs,Deleted files recovery,Financial institution
EVID_06030,Hard Drive,Suspicious email chain,Law enforcement
EVID_06031,USB Device,Encrypted smartphone,Office search
EVID_06032,Email Logs,Encrypted smartphone,Personal device
EVID_06033,Account Records,Forged documents,Cloud provider
EVID_06034,Email Logs,Encrypted smartphone,Office search
EVID_06035,Hard Drive,Unauthorized access logs,Personal device
EVID_06036,Network Logs,Financial records,Office search
EVID_06037,Network Logs,Deleted files recovery,Law enforcement
EVID_06038,Email Logs,Malware traces,Financial institution
EVID_06039,Hard Drive,Suspicious email chain,Corporate network
EVID_06040,Account Records,Suspicious email chain,Internal audit
EVID_06041,Cloud Storage,Financial records,Corporate network
EVID_06042,USB Device,Suspicious email chain,Corporate network
EVID_06043,Database Dump,Deleted files recovery,Financial institution
EVID_06044,Email Logs,Deleted files recovery,Office search
EVID_06045,Account Records,Bank transaction logs,Internal audit
EVID_06046,Mobile Phone,Financial records,Financial institution
EVID_06047,Network Logs,Forged documents,Cloud provider
EVID_06048,Hard Drive,Forged documents,Cloud provider
EVID_06049,USB Device,Unauthorized access logs,Corporate network
EVID_06050,Email Logs,Suspicious email chain,Office search
EVID_06051,Mobile Phone,Suspicious email chain,Cloud provider
EVID_06052,Account Records,Malware traces,Corporate network
EVID_06053,Email Logs,Suspicious email chain,Financial institution
EVID_06054,Laptop Image,Suspicious email chain,Cloud provider
EVID_06055,Laptop Image,Malware traces,Financial institution
EVID_06056,USB Device,Unauthorized access logs,Corporate network
EVID_06057,USB Device,Bank transaction logs,Office search
EVID_06058,Cloud Storage,Suspect laptop,Corporate network
EVID_06059,Hard Drive,Encrypted smartphone,Law enforcement
EVID_06060,Database Dump,Encrypted smartphone,IT department
EVID_06061,Mobile Phone,Suspicious email chain,IT department
EVID_06062,Cloud Storage,Bank transaction logs,Office search
EVID_06063,Database Dump,Financial records,Office search
EVID_06064,Network Logs,Encrypted smartphone,Cloud provider
EVID_06065,Mobile Phone,Suspicious email chain,Personal device
EVID_06066,Hard Drive,Unauthorized access logs,IT department
EVID_06067,Laptop Image,Deleted files recovery,Financial institution
EVID_06068,Hard Drive,Financial records,Internal audit
EVID_06069,Mobile Phone,Suspicious email chain,Internal audit
EVID_06070,Hard Drive,Financial records,Office search
EVID_06071,Database Dump,Bank transaction logs,Corporate network
EVID_06072,Network Logs,Unauthorized access logs,Internal audit
EVID_06073,Mobile Phone,Deleted files recovery,Law enforcement
EVID_06074,USB Device,External USB,Office search
EVID_06075,Mobile Phone,Malware traces,IT department
EVID_06076,USB Device,Suspicious email chain,Cloud provider
EVID_06077,Cloud Storage,Bank transaction logs,Office search
EVID_06078,USB Device,Encrypted smartphone,IT department
EVID_06079,Email Logs,Financial records,Law enforcement
EVID_06080,USB Device,Deleted files recovery,Personal device
EVID_06081,USB Device,Unauthorized access logs,Internal audit
EVID_06082,Network Logs,Malware traces,Office search
EVID_06083,Network Logs,Unauthorized access logs,Financial institution
EVID_06084,Laptop Image,Malware traces,IT department
EVID_06085,Cloud Storage,Encrypted smartphone,Office search
EVID_06086,Hard Drive,Suspect laptop,Internal audit
EVID_06087,Email Logs,Suspicious email chain,Personal device
EVID_06088,Laptop Image,Suspect laptop,Cloud provider
EVID_06089,Database Dump,Suspect laptop,Internal audit
EVID_06090,Server Image,Deleted files recovery,Internal audit
EVID_06091,Mobile Phone,Bank transaction logs,Personal device
EVID_06092,Server Image,Bank transaction logs,Financial institution
EVID_06093,Email Logs,Deleted files recovery,Corporate network
EVID_06094,Network Logs,Bank transaction logs,Corporate network
EVID_06095,Email Logs,Bank transaction logs,Internal audit
EVID_06096,Network Logs,External USB,Financial institution
EVID_06097,Email Logs,Forged documents,Internal audit
EVID_06098,Database Dump,Malware traces,Financial institution
EVID_06099,Email Logs,Malware traces,Corporate network
EVID_06100,Mobile Phone,Financial records,Cloud provider
EVID_06101,Mobile Phone,Forged documents,Personal device
EVID_06102,Mobile Phone,Deleted files recovery,Financial institution
EVID_06103,Hard Drive,External USB,Financial institution
EVID_06104,Network Logs,Deleted files recovery,Internal audit
EVID_06105,USB Device,External USB,IT department
EVID_06106,Email Logs,Bank transaction logs,Personal device
EVID_06107,Network Logs,Malware traces,Personal device
EVID_06108,Mobile Phone,Deleted files recovery,Corporate network
EVID_06109,Network Logs,Deleted files recovery,Law enforcement
EVID_06110,Server Image,Financial records,Internal audit
EVID_06111,Hard Drive,Malware traces,Office search
EVID_06112,Hard Drive,Suspect laptop,Cloud provider
EVID_06113,Email Logs,Bank transaction logs,IT department
EVID_06114,Laptop Image,Financial records,Financial institution
EVID_06115,Server Image,External USB,Personal device
EVID_06116,Network Logs,Financial records,Internal audit
EVID_06117,Server Image,Unauthorized access logs,Office search
EVID_06118,USB Device,Suspect laptop,Personal device
EVID_06119,Network Logs,Suspect laptop,Internal audit
EVID_06120,Hard Drive,Deleted files recovery,Personal device
EVID_06121,Network Logs,Forged documents,Internal audit
EVID_06122,Hard Drive,Deleted files recovery,Law enforcement
EVID_06123,Network Logs,Forged documents,Law enforcement
EVID_06124,Account Records,External USB,Law enforcement
EVID_06125,Mobile Phone,Bank transaction logs,Office search
EVID_06126,Server Image,Bank transaction logs,IT department
EVID_06127,Email Logs,Encrypted smartphone,Office search
EVID_06128,Hard Drive,Financial records,Office search
EVID_06129,Email Logs,Unauthorized access logs,Internal audit
EVID_06130,Server Image,Suspicious email chain,Law enforcement
EVID_06131,Laptop Image,Bank transaction logs,Office search
EVID_06132,Hard Drive,Deleted files recovery,Cloud provider
EVID_06133,Network Logs,Encrypted smartphone,Financial institution
EVID_06134,Network Logs,Encrypted smartphone,Cloud provider
EVID_06135,Database Dump,Deleted files recovery,Cloud provider
EVID_06136,Account Records,Deleted files recovery,Internal audit
EVID_06137,Mobile Phone,Malware traces,Personal device
